0.045684,0.0450902,8.28234e-16,0,0
0.045684,0.0450706,-31.9381,0,0
0.045684,0.0450412,-28.7995,0,0
0.045684,0.045002,-25.7058,0,0
0.045684,0.044953,-22.6553,0,0
0.220861,0.0448942,-19.6755,0,0
0.235459,0.0448256,-16.6945,0,0
0.250057,0.0447472,-13.8759,0,0
0.206262,0.044659,-11.1977,0,0
0.206262,0.044561,-8.66002,0,0
0.177066,0.0444532,-6.26945,0,0
0.133272,0.0443356,-4.0542,0,0
0.133272,0.0442082,-1.95969,0,0
0.104076,0.044071,-0.0531599,0,0
0.0748801,0.043924,1.7073,0,0
0.060282,0.0437672,3.49897,0,0
0.060282,0.0436006,4.89667,0,0
0.060282,0.0434242,6.10304,0,0
0.060282,0.043238,7.35254,0,0
0.060282,0.043042,8.23552,0,0
0.0894781,0.0428362,9.11826,0,0
0.104076,0.0426206,9.75262,0,0
0.0894781,0.0423952,10.2409,0,0
0.104076,0.0423952,10.5406,0,0
0.104076,0.0423952,10.6642,0,0
0.118674,0.0423952,10.6359,0,0
0.118674,0.0424098,6.01663,3.04393,3.04393
0.118674,0.0424098,2.05638,0.144095,-2.89983
0.104076,0.0424099,1.87456,0.417785,0.27369
0.118674,0.0424102,1.67867,0.424354,0.00656873
0.104076,0.0424102,1.48436,0.441661,0.0173076
0.060282,0.042411,2.29648,0.439643,-0.00201845
0.045684,0.0424125,2.02148,0.321528,-0.118115
0.0310859,0.0424129,-0.287386,0.339154,0.0176259
0.045684,0.0424129,1.32261,0.356262,0.0171083
0.045684,0.0424129,0.974011,0.372732,0.0164696
0.0310859,0.0424136,-1.30279,0.369316,-0.00341594
0.0164879,0.0424156,0.475358,0.2896,-0.0797156
0.0310859,0.0424185,0.314247,0.264154,-0.0254464
0.045684,0.0424217,-1.79185,0.243953,-0.0202003
0.045684,0.0424262,0.114248,0.225119,-0.0188349
0.045684,0.0424323,0.0320729,0.208449,-0.0166691
0.0310859,0.0424404,-1.96328,0.199787,-0.00866236
0.045684,0.0424498,-0.088824,0.197567,-0.00222042
0.0164879,0.0424605,-0.0924598,0.204752,0.00718582
0.0310859,0.0424717,-2.09233,0.213593,0.00884029
0.045684,0.0424827,-0.364341,0.22945,0.0158576
0.0310859,0.0424936,-0.0611655,0.24223,0.0127797
0.0310859,0.0425048,-2.02131,0.250043,0.00781301
0.045684,0.042516,-1.9768,0.258135,0.00809228
0.0310859,0.0425272,0.0823847,0.262683,0.00454786
0.0310859,0.0425388,-1.86237,0.259945,-0.00273827
0.045684,0.0425505,-1.79909,0.256418,-0.00352734
0.045684,0.0425625,0.262631,0.249334,-0.00708365
0.0310859,0.0425753,-1.66778,0.235565,-0.0137686
0.0310859,0.042589,-1.61314,0.21877,-0.0167949
0.045684,0.0426032,0.455711,0.202649,-0.0161213
0.0310859,0.0426181,-0.894311,0.183554,-0.0190947
0.0310859,0.0426341,-1.42114,0.158865,-0.0246892
0.045684,0.0426508,0.640919,0.135697,-0.0231678
0.0164879,0.0426682,-0.0547135,0.111013,-0.0246839
0.0310859,0.0426869,-1.24605,0.0813471,-0.0296664
0.045684,0.0427059,0.484898,0.0563714,-0.0249757
0.0310859,0.0427256,0.0434243,0.0290578,-0.0273135
0.0310859,0.0427464,-0.0935658,2.79333e-05,-0.0290299
0.0310859,0.0427682,-0.0595932,2.73139e-05,-6.19384e-07
0.0164879,0.0427901,-0.0235047,2.73395e-05,2.5535e-08
0.0310859,0.0428129,0.00413065,2.90111e-05,1.67168e-06
0.045684,0.0428353,0.0331031,2.81944e-05,-8.16701e-07
0.045684,0.0428585,0.0656154,2.95584e-05,1.36393e-06
0.0310859,0.042882,0.0882708,2.99919e-05,4.33489e-07
0.0310859,0.0429067,0.106643,3.17456e-05,1.75373e-06
0.0310859,0.0429309,0.101733,3.07815e-05,-9.6405e-07
0.0310859,0.0429545,0.0987279,2.94073e-05,-1.37422e-06
0.0310859,0.042977,0.0930564,2.74855e-05,-1.92181e-06
0.045684,0.0429982,0.0689825,2.49707e-05,-2.51486e-06
0.045684,0.0430176,0.041731,2.1726e-05,-3.2447e-06
0.045684,0.0430351,0.00841156,1.85649e-05,-3.16102e-06
0.045684,0.0430505,-0.0210762,1.462e-05,-3.94489e-06
0.045684,0.0430631,-0.0432532,9.95021e-06,-4.66984e-06
0.0310859,0.0430726,-0.0613203,5.14059e-06,-4.80962e-06
0.045684,0.0430788,-0.0761919,2.03593e-06,-3.10466e-06
0.0310859,0.0430813,0.0469768,0.00967259,0.00967056
0.045684,0.0430804,-0.364816,0.0172414,0.00756882
0.0310859,0.0430759,-0.0965035,0.0281791,0.0109376
0.045684,0.0430683,0.892616,0.0402776,0.0120986
0.045684,0.0430569,-1.10248,0.0534175,0.0131398
0.0310859,0.0430418,0.28068,0.0667262,0.0133087
0.045684,0.0430229,0.892304,0.0796873,0.0129611
0.045684,0.0429994,-1.09772,0.0937174,0.0140301
0.0310859,0.0429714,-0.999211,0.106889,0.0131718
0.0310859,0.0429389,0.908087,0.119404,0.0125146
0.045684,0.0429019,-0.973217,0.131003,0.0115989
0.0310859,0.0428604,-1.09401,0.141049,0.0100466
0.060282,0.0428146,0.902012,0.150484,0.00943495
0.045684,0.0427643,-0.480594,0.158081,0.00759667
0.060282,0.0427099,-1.08812,0.164435,0.00635412
